source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0006954,inflammatory response,1.0,False,"""The immediate defensive reaction (by vertebrate tissue) to infection or injury caused by chemical or physical agents. The process is characterized by local vasodilation, extravasation of plasma into intercellular spaces and accumulation of white blood cells and macrophages."" [GO_REF:0000022, ISBN:0198506732]",753,229,12,24936,0.05240174672489083,0.01593625498007968,query_1,['GO:0006952']
GO:BP,GO:0006953,acute-phase response,1.0,False,"""An acute inflammatory response that involves non-antibody proteins whose concentrations in the plasma increase in response to infection or injury of homeothermic animals."" [ISBN:0198506732]",38,229,1,24936,0.004366812227074236,0.02631578947368421,query_1,['GO:0002526']
GO:BP,GO:0007051,spindle organization,1.0,False,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the spindle, the array of microtubules and associated molecules that forms between opposite poles of a eukaryotic cell during DNA segregation and serves to move the duplicated chromosomes apart."" [GOC:go_curators, GOC:mah]",171,229,6,24936,0.026200873362445413,0.03508771929824561,query_1,"['GO:0000226', 'GO:0022402']"
GO:BP,GO:0007044,cell-substrate junction assembly,1.0,False,"""The aggregation, arrangement and bonding together of a set of components to form a junction between a cell and its substrate."" [GOC:mah]",80,229,4,24936,0.017467248908296942,0.05,query_1,"['GO:0034329', 'GO:0150115']"
GO:BP,GO:0007043,cell-cell junction assembly,1.0,False,"""The aggregation, arrangement and bonding together of a set of components to form a junction between cells."" [GOC:ai]",104,229,2,24936,0.008733624454148471,0.019230769230769232,query_1,"['GO:0034329', 'GO:0045216']"
GO:BP,GO:0007041,lysosomal transport,1.0,False,"""The directed movement of substances into, out of or within a lysosome."" [GOC:ai]",106,229,2,24936,0.008733624454148471,0.018867924528301886,query_1,['GO:0007034']
GO:BP,GO:0007034,vacuolar transport,1.0,False,"""The directed movement of substances into, out of or within a vacuole."" [GOC:ai]",119,229,2,24936,0.008733624454148471,0.01680672268907563,query_1,['GO:0046907']
GO:BP,GO:0007032,endosome organization,1.0,False,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of endosomes."" [GOC:dph, GOC:jl, GOC:mah]",60,229,1,24936,0.004366812227074236,0.016666666666666666,query_1,"['GO:0010256', 'GO:0016050']"
GO:BP,GO:0007030,Golgi organization,1.0,False,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the Golgi apparatus."" [GOC:dph, GOC:jl, GOC:mah]",104,229,1,24936,0.004366812227074236,0.009615384615384616,query_1,"['GO:0006996', 'GO:0010256']"
GO:BP,GO:0007029,endoplasmic reticulum organization,1.0,False,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the endoplasmic reticulum."" [GOC:dph, GOC:jl, GOC:mah]",85,229,2,24936,0.008733624454148471,0.023529411764705882,query_1,"['GO:0006996', 'GO:0010256']"
GO:BP,GO:0007026,negative regulation of microtubule depolymerization,1.0,False,"""Any process that stops, prevents, or reduces the frequency, rate or extent of microtubule depolymerization; prevention of depolymerization of a microtubule can result from binding by 'capping' at the plus end (e.g. by interaction with another cellular protein of structure) or by exposing microtubules to a stabilizing drug such as taxol."" [GOC:mah, ISBN:0815316194]",28,229,1,24936,0.004366812227074236,0.03571428571428571,query_1,"['GO:0007019', 'GO:0031111', 'GO:0031114', 'GO:1901880', 'GO:1902904']"
GO:BP,GO:0007020,microtubule nucleation,1.0,False,"""The process in which tubulin alpha-beta heterodimers begin aggregation to form an oligomeric tubulin structure (a microtubule seed). Microtubule nucleation is the initiating step in the formation of a microtubule in the absence of any existing microtubules ('de novo' microtubule formation)."" [GOC:go_curators, ISBN:0815316194, PMID:12517712]",30,229,2,24936,0.008733624454148471,0.06666666666666667,query_1,"['GO:0000226', 'GO:0046785']"
GO:BP,GO:0007019,microtubule depolymerization,1.0,False,"""The removal of tubulin heterodimers from one or both ends of a microtubule."" [ISBN:0815316194]",43,229,1,24936,0.004366812227074236,0.023255813953488372,query_1,"['GO:0031109', 'GO:0051261', 'GO:0097435']"
GO:BP,GO:0007018,microtubule-based movement,1.0,False,"""A microtubule-based process that results in the movement of organelles, other microtubules, or other cellular components. Examples include motor-driven movement along microtubules and movement driven by polymerization or depolymerization of microtubules."" [GOC:cjm, ISBN:0815316194]",468,229,9,24936,0.039301310043668124,0.019230769230769232,query_1,['GO:0007017']
GO:BP,GO:0006450,regulation of translational fidelity,1.0,False,"""Any process that modulates the ability of the translational apparatus to interpret the genetic code."" [GOC:dph, GOC:tb]",17,229,1,24936,0.004366812227074236,0.058823529411764705,query_1,['GO:0065008']
GO:BP,GO:0006446,regulation of translational initiation,1.0,False,"""Any process that modulates the frequency, rate or extent of translational initiation."" [GOC:go_curators]",55,229,3,24936,0.013100436681222707,0.05454545454545454,query_1,"['GO:0006413', 'GO:0006417']"
GO:BP,GO:0006429,leucyl-tRNA aminoacylation,1.0,False,"""The process of coupling leucine to leucyl-tRNA, catalyzed by leucyl-tRNA synthetase. The leucyl-tRNA synthetase is a class-I synthetase. The activated amino acid is transferred to the 2'-OH group of a leucine-accetping tRNA. The 2'-O-aminoacyl-tRNA will ultimately migrate to the 3' position via transesterification."" [GOC:mcc, ISBN:0716730510]",2,229,1,24936,0.004366812227074236,0.5,query_1,['GO:0006418']
GO:BP,GO:0006418,tRNA aminoacylation for protein translation,1.0,False,"""The synthesis of aminoacyl tRNA by the formation of an ester bond between the 3'-hydroxyl group of the most 3' adenosine of the tRNA and the alpha carboxylic acid group of an amino acid, to be used in ribosome-mediated polypeptide synthesis."" [GOC:ma]",42,229,1,24936,0.004366812227074236,0.023809523809523808,query_1,"['GO:0006412', 'GO:0043039']"
GO:BP,GO:0006417,regulation of translation,1.0,False,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of proteins by the translation of mRNA or circRNA."" [GOC:isa_complete]",321,229,9,24936,0.039301310043668124,0.028037383177570093,query_1,"['GO:0006412', 'GO:0010608', 'GO:0051246']"
GO:BP,GO:0006414,translational elongation,1.0,False,"""The successive addition of amino acid residues to a nascent polypeptide chain during protein biosynthesis."" [GOC:ems]",93,229,1,24936,0.004366812227074236,0.010752688172043012,query_1,"['GO:0006412', 'GO:0009059']"
GO:BP,GO:0006413,translational initiation,1.0,False,"""The process preceding formation of the peptide bond between the first two amino acids of a protein. This includes the formation of a complex of the ribosome, mRNA or circRNA, and an initiation complex that contains the first aminoacyl-tRNA."" [ISBN:019879276X]",116,229,3,24936,0.013100436681222707,0.02586206896551724,query_1,"['GO:0006412', 'GO:0008152']"
GO:BP,GO:0006412,translation,1.0,False,"""The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome."" [GOC:go_curators]",678,229,12,24936,0.05240174672489083,0.017699115044247787,query_1,"['GO:0009059', 'GO:0019538', 'GO:0160307']"
GO:BP,GO:0006406,mRNA export from nucleus,1.0,False,"""The directed movement of mRNA from the nucleus to the cytoplasm."" [GOC:ma]",52,229,1,24936,0.004366812227074236,0.019230769230769232,query_1,"['GO:0006405', 'GO:0010467', 'GO:0051028']"
GO:BP,GO:0006405,RNA export from nucleus,1.0,False,"""The directed movement of RNA from the nucleus to the cytoplasm."" [GOC:ma]",63,229,1,24936,0.004366812227074236,0.015873015873015872,query_1,"['GO:0050658', 'GO:0051168']"
GO:BP,GO:0006403,RNA localization,1.0,False,"""A process in which RNA is transported to, or maintained in, a specific location."" [GOC:ai]",152,229,3,24936,0.013100436681222707,0.019736842105263157,query_1,['GO:0033036']
GO:BP,GO:0006402,mRNA catabolic process,1.0,False,"""The chemical reactions and pathways resulting in the breakdown of mRNA, messenger RNA, which is responsible for carrying the coded genetic 'message', transcribed from DNA, to sites of protein assembly at the ribosomes."" [ISBN:0198506732]",219,229,3,24936,0.013100436681222707,0.0136986301369863,query_1,"['GO:0006401', 'GO:0010629', 'GO:0016071']"
GO:BP,GO:0006401,RNA catabolic process,1.0,False,"""The chemical reactions and pathways resulting in the breakdown of RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage."" [ISBN:0198506732]",269,229,3,24936,0.013100436681222707,0.011152416356877323,query_1,"['GO:0016070', 'GO:0141188']"
GO:BP,GO:0006400,tRNA modification,1.0,False,"""The covalent alteration of one or more nucleotides within a tRNA molecule to produce a tRNA molecule with a sequence that differs from that coded genetically."" [GOC:curators]",78,229,1,24936,0.004366812227074236,0.01282051282051282,query_1,"['GO:0008033', 'GO:0009451']"
GO:BP,GO:0007162,negative regulation of cell adhesion,1.0,False,"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell adhesion."" [GOC:go_curators]",261,229,2,24936,0.008733624454148471,0.007662835249042145,query_1,"['GO:0007155', 'GO:0030155', 'GO:0048523']"
GO:BP,GO:0007160,cell-matrix adhesion,1.0,False,"""The binding of a cell to the extracellular matrix via adhesion molecules."" [GOC:hb]",197,229,3,24936,0.013100436681222707,0.015228426395939087,query_1,['GO:0031589']
GO:BP,GO:0007159,leukocyte cell-cell adhesion,1.0,False,"""The attachment of a leukocyte to another cell via adhesion molecules."" [GOC:go_curators]",358,229,5,24936,0.021834061135371178,0.013966480446927373,query_1,['GO:0098609']
GO:BP,GO:0007156,homophilic cell-cell adhesion,1.0,False,"""The attachment of an adhesion molecule in one cell to an identical molecule in an adjacent cell."" [ISBN:0198506732]",147,229,3,24936,0.013100436681222707,0.02040816326530612,query_1,['GO:0098609']
GO:BP,GO:0007143,female meiotic nuclear division,1.0,False,"""A cell cycle process by which the cell nucleus divides as part of a meiotic cell cycle in the female germline."" [GOC:dph, GOC:ems, GOC:mah, GOC:vw]",44,229,1,24936,0.004366812227074236,0.022727272727272728,query_1,"['GO:0007292', 'GO:0140013']"
GO:BP,GO:0007099,centriole replication,1.0,False,"""The cell cycle process in which a daughter centriole is formed perpendicular to an existing centriole. An immature centriole contains a ninefold radially symmetric array of single microtubules; mature centrioles consist of a radial array of nine microtubule triplets, doublets, or singlets depending upon the species and cell type. Duplicated centrioles also become the ciliary basal body in cells that form cilia during G0."" [GOC:cilia, GOC:kmv, ISBN:0815316194, PMID:9889124]",39,229,1,24936,0.004366812227074236,0.02564102564102564,query_1,"['GO:0022402', 'GO:0051298', 'GO:0098534']"
GO:BP,GO:0007098,centrosome cycle,1.0,False,"""The cell cycle process in which centrosome duplication and separation takes place. The centrosome cycle can operate with a considerable degree of independence from other processes of the cell cycle."" [ISBN:0815316194]",123,229,2,24936,0.008733624454148471,0.016260162601626018,query_1,"['GO:0022402', 'GO:0031023']"
GO:BP,GO:0007097,nuclear migration,1.0,False,"""The directed movement of the nucleus to a specific location within a cell."" [GOC:ai]",22,229,2,24936,0.008733624454148471,0.09090909090909091,query_1,"['GO:0046907', 'GO:0051647', 'GO:0051656']"
GO:BP,GO:0007088,regulation of mitotic nuclear division,1.0,False,"""Any process that modulates the frequency, rate or extent of mitosis."" [GOC:go_curators]",100,229,1,24936,0.004366812227074236,0.01,query_1,"['GO:0007346', 'GO:0010564', 'GO:0051783', 'GO:0140014']"
GO:BP,GO:0007076,mitotic chromosome condensation,1.0,False,"""The cell cycle process in which chromatin structure is compacted prior to and during mitosis in eukaryotic cells."" [GOC:mah, ISBN:0815316194]",15,229,1,24936,0.004366812227074236,0.06666666666666667,query_1,"['GO:0000070', 'GO:0030261', 'GO:1903047']"
GO:BP,GO:0007063,regulation of sister chromatid cohesion,1.0,False,"""Any process that modulates the frequency, rate or extent of sister chromatid cohesion."" [GOC:go_curators]",17,229,1,24936,0.004366812227074236,0.058823529411764705,query_1,"['GO:0007062', 'GO:0010564', 'GO:0033044']"
GO:BP,GO:0007062,sister chromatid cohesion,1.0,False,"""The cell cycle process in which the sister chromatids of a replicated chromosome become tethered to each other."" [GOC:jh, GOC:mah, ISBN:0815316194]",52,229,1,24936,0.004366812227074236,0.019230769230769232,query_1,"['GO:0022402', 'GO:0051276']"
GO:BP,GO:0007059,chromosome segregation,1.0,False,"""The process in which genetic material, in the form of chromosomes, is organized into specific structures and then physically separated and apportioned to two or more sets. In eukaryotes, chromosome segregation begins with the condensation of chromosomes, includes chromosome separation, and ends when chromosomes have completed movement to the spindle poles."" [GOC:jl, GOC:mah, GOC:mtg_cell_cycle, GOC:vw]",383,229,8,24936,0.034934497816593885,0.020887728459530026,query_1,['GO:0022402']
GO:BP,GO:0007052,mitotic spindle organization,1.0,False,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the microtubule spindle during a mitotic cell cycle."" [GOC:go_curators, GOC:mah]",111,229,4,24936,0.017467248908296942,0.036036036036036036,query_1,"['GO:0007051', 'GO:1902850']"
GO:BP,GO:0007213,G protein-coupled acetylcholine receptor signaling pathway,1.0,False,"""A G protein-coupled receptor signaling pathway initiated by a ligand binding to an acetylcholine receptor on the surface of a target cell, and ends with regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, ISBN:0815316194]",18,229,1,24936,0.004366812227074236,0.05555555555555555,query_1,"['GO:0007186', 'GO:0095500']"
GO:BP,GO:0007207,phospholipase C-activating G protein-coupled acetylcholine receptor signaling pathway,1.0,False,"""A phospholipase C-activating G protein-coupled receptor signaling pathway initiated by acetylcholine binding to its receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:dph, GOC:mah, GOC:signaling, GOC:tb]",9,229,1,24936,0.004366812227074236,0.1111111111111111,query_1,"['GO:0007200', 'GO:0007213']"
GO:BP,GO:0007204,positive regulation of cytosolic calcium ion concentration,1.0,False,"""Any process that increases the concentration of calcium ions in the cytosol."" [GOC:ai]",93,229,2,24936,0.008733624454148471,0.021505376344086023,query_1,['GO:0065008']
GO:BP,GO:0007200,phospholipase C-activating G protein-coupled receptor signaling pathway,1.0,False,"""A G protein-coupled receptor signaling pathway in which the signal is transmitted via the activation of phospholipase C (PLC) and a subsequent increase in the intracellular concentration of inositol trisphosphate (IP3) and diacylglycerol (DAG). IP3 regulates the opening of calcium channels in intracellular calcium store, leading to the release of calcium into the cytosol. Calcium and DAG activate protein kinase C (PKC), which in turn activates downstream effectors."" [GOC:dph, GOC:mah, GOC:signaling, GOC:tb, ISBN:0815316194]",104,229,1,24936,0.004366812227074236,0.009615384615384616,query_1,['GO:0007186']
GO:BP,GO:0007193,adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway,1.0,False,"""A G protein-coupled receptor signaling pathway in which the signal is transmitted via the inhibition of adenylyl cyclase activity and a subsequent decrease in the intracellular concentration of cyclic AMP (cAMP)."" [GOC:dph, GOC:mah, GOC:signaling, GOC:tb, ISBN:0815316194]",63,229,1,24936,0.004366812227074236,0.015873015873015872,query_1,['GO:0007188']
GO:BP,GO:0007189,adenylate cyclase-activating G protein-coupled receptor signaling pathway,1.0,False,"""A G protein-coupled receptor signaling pathway in which the signal is transmitted via the activation of adenylyl cyclase activity which results in an increase in the intracellular concentration of cyclic AMP (cAMP). This pathway is negatively regulated by phosphodiesterase, which cleaves cAMP and terminates the signaling."" [GOC:dph, GOC:mah, GOC:signaling, GOC:tb, ISBN:0815316194]",122,229,2,24936,0.008733624454148471,0.01639344262295082,query_1,['GO:0007188']
GO:BP,GO:0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,1.0,False,"""A G protein-coupled receptor signaling pathway in which the signal is transmitted via the activation or inhibition of adenylyl cyclase activity and a subsequent change in the intracellular concentration of cyclic AMP (cAMP)."" [GOC:mah, GOC:signaling, ISBN:0815316194]",190,229,3,24936,0.013100436681222707,0.015789473684210527,query_1,['GO:0007186']
GO:BP,GO:0007186,G protein-coupled receptor signaling pathway,1.0,False,"""The series of molecular signals initiated by a ligand binding to its receptor, in which the activated receptor promotes the exchange of GDP for GTP on the alpha-subunit of an associated heterotrimeric G-protein complex. The GTP-bound activated alpha-G-protein then dissociates from the beta- and gamma-subunits to further transmit the signal within the cell. The pathway begins with receptor-ligand interaction, and ends with regulation of a downstream cellular process. The pathway can start from the plasma membrane, Golgi or nuclear membrane."" [GOC:bf, GOC:mah, PMID:16902576, PMID:24568158, Wikipedia:G_protein-coupled_receptor]",2330,229,15,24936,0.06550218340611354,0.006437768240343348,query_1,['GO:0007165']
GO:BP,GO:0007179,transforming growth factor beta receptor signaling pathway,1.0,False,"""The series of molecular signals initiated by an extracellular ligand binding to a transforming growth factor beta receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:BHF, GOC:mah, GOC:signaling]",186,229,5,24936,0.021834061135371178,0.026881720430107527,query_1,"['GO:0071560', 'GO:0141091']"
GO:BP,GO:0007178,cell surface receptor protein serine/threonine kinase signaling pathway,1.0,False,"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell where the receptor possesses serine/threonine kinase activity, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling]",362,229,7,24936,0.03056768558951965,0.019337016574585635,query_1,['GO:0007167']
GO:BP,GO:0007173,epidermal growth factor receptor signaling pathway,1.0,False,"""The series of molecular signals initiated by binding of a ligand to the tyrosine kinase receptor EGFR (ERBB1) on the surface of a cell. The pathway ends with regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb]",133,229,2,24936,0.008733624454148471,0.015037593984962405,query_1,['GO:0038127']
GO:BP,GO:0007169,cell surface receptor protein tyrosine kinase signaling pathway,1.0,False,"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell where the receptor possesses tyrosine kinase activity, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb, GOC:signaling]",554,229,9,24936,0.039301310043668124,0.016245487364620937,query_1,['GO:0007167']
GO:BP,GO:0007167,enzyme-linked receptor protein signaling pathway,1.0,False,"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell, where the receptor possesses catalytic activity or is closely associated with an enzyme such as a protein kinase, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling, ISBN:0815316194]",892,229,16,24936,0.06986899563318777,0.017937219730941704,query_1,['GO:0007166']
GO:BP,GO:0007163,establishment or maintenance of cell polarity,1.0,False,"""Any cellular process that results in the specification, formation or maintenance of anisotropic intracellular organization or cell growth patterns."" [GOC:mah]",190,229,5,24936,0.021834061135371178,0.02631578947368421,query_1,['GO:0009987']
GO:BP,GO:0007266,Rho protein signal transduction,1.0,False,"""An intracellular signaling cassette in which a small monomeric GTPase of the Rho subfamily relays a signal."" [GOC:bf]",106,229,3,24936,0.013100436681222707,0.02830188679245283,query_1,['GO:0007264']
GO:BP,GO:0007265,Ras protein signal transduction,1.0,False,"""An intracellular signaling cassette in which a small monomeric GTPase of the Ras subfamily relays a signal."" [GOC:bf]",80,229,2,24936,0.008733624454148471,0.025,query_1,['GO:0007264']
GO:BP,GO:0007264,small GTPase-mediated signal transduction,1.0,False,"""An intracellular signaling cassette in which a small monomeric GTPase relays a signal."" [GOC:mah]",370,229,7,24936,0.03056768558951965,0.01891891891891892,query_1,['GO:0141124']
GO:BP,GO:0007263,nitric oxide mediated signal transduction,1.0,False,"""An intracellular signaling cassette that starts with production of nitric oxide, detection by receptors/sensors for nitric oxide (such as soluble guanylyl cyclase/sGC) and ends with the activation of downstream effectors that further transmit the signal within the cell. Nitric oxide transmits its downstream effects through either cyclic GMP (cGMP)-dependent or independent mechanisms."" [GOC:jl, PMID:21549190]",19,229,1,24936,0.004366812227074236,0.05263157894736842,query_1,['GO:0141124']
GO:BP,GO:0007259,cell surface receptor signaling pathway via JAK-STAT,1.0,False,"""A cell surface receptor signaling pathway in which ligand binding causes the receptor to dimerize, bringing the receptor-associated JAKs into close proximity. The JAKs then phosphorylate and activate each other on tyrosine residues.This leads to the activation of associated STAT protein, causing the STATs to dissociate from the receptor, translocate to the nucleus. The pathway ends with regulation of target gene expression by STAT proteins."" [PMID:12039028]",81,229,2,24936,0.008733624454148471,0.024691358024691357,query_1,['GO:0097696']
GO:BP,GO:0007254,JNK cascade,1.0,False,"""A MAPK cascade containing at least the JNK (MAPK8) MAP kinase. It starts with the activation of JUN3K (a MAPK3K), which activates JNKK a MAP2K), which in turn activates JNK. The cascade can also contain an additional tier: the upstream MAP4K. The kinases in each tier phosphorylate and activate the kinases in the downstream tier. The JNK cascade is activated by stress signals, as well as by G protein-coupled receptors, growth factors, and cytokines, and results in cellular responses such as cell proliferation, cell differentiation, apoptosis and inflammation."" [PMID:11790549, PMID:20811974, PMID:23125017]",165,229,3,24936,0.013100436681222707,0.01818181818181818,query_1,['GO:0000165']
GO:BP,GO:0007249,canonical NF-kappaB signal transduction,1.0,False,"""An intracellular signaling cassette characterized by the I-kappaB-kinase (IKK)-dependent activation of NF-kappaB, also known as the canonical NF-kappaB signaling cascade. The cascade begins with activation of a trimeric IKK complex (consisting of catalytic kinase subunits IKKalpha and/or IKKbeta, and the regulatory scaffold protein NEMO) and ends with the regulation of transcription of target genes by NF-kappaB. In a resting state, NF-kappaB dimers are bound to I-kappaB proteins, sequestering NF-kappaB in the cytoplasm. Phosphorylation of I-kappaB targets I-kappaB for ubiquitination and proteasomal degradation, thus releasing the NF-kappaB dimers, which can translocate to the nucleus to bind DNA and regulate transcription. The canonical NF-kappaB pathway is mainly stimulated by proinflammatory cytokines such as IL-1beta, tumor necrosis factor (TNF)-alpha, antigen ligands, and toll-like receptors (TLRs)."" [GOC:bf, PMID:12773372, PMID:34659217]",225,229,5,24936,0.021834061135371178,0.022222222222222223,query_1,['GO:0141124']
GO:BP,GO:0007229,integrin-mediated signaling pathway,1.0,False,"""The series of molecular signals initiated by an extracellular ligand binding to an integrin on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling]",101,229,1,24936,0.004366812227074236,0.009900990099009901,query_1,['GO:0007166']
GO:BP,GO:0007219,Notch signaling pathway,1.0,False,"""The series of molecular signals initiated by an extracellular ligand binding to the receptor Notch on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:go_curators, GOC:signaling]",182,229,4,24936,0.017467248908296942,0.02197802197802198,query_1,['GO:0007166']
GO:BP,GO:0007218,neuropeptide signaling pathway,1.0,False,"""A G protein-coupled receptor signaling pathway initiated by a neuropeptide binding to its receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process."" [GOC:mah, ISBN:0815316194]",84,229,1,24936,0.004366812227074236,0.011904761904761904,query_1,['GO:0007186']
GO:BP,GO:0007216,G protein-coupled glutamate receptor signaling pathway,1.0,False,"""A G protein-coupled receptor signaling pathway initiated by glutamate binding to its receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process."" [GOC:mah, GOC:signaling, PMID:9131252]",15,229,1,24936,0.004366812227074236,0.06666666666666667,query_1,"['GO:0007186', 'GO:0007215']"
GO:BP,GO:0007215,glutamate receptor signaling pathway,1.0,False,"""The series of molecular signals initiated by the binding of glutamate to its receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling, PMID:9131252]",51,229,4,24936,0.017467248908296942,0.0784313725490196,query_1,['GO:0007166']
GO:BP,GO:0007389,pattern specification process,1.0,False,"""Any developmental process that results in the creation of defined areas or spaces within an organism to which cells respond and eventually are instructed to differentiate."" [GOC:go_curators, GOC:isa_complete, ISBN:0521436125]",433,229,5,24936,0.021834061135371178,0.011547344110854504,query_1,"['GO:0007275', 'GO:0032501']"
GO:BP,GO:0007369,gastrulation,1.0,False,"""A complex and coordinated series of cellular movements that occurs at the end of cleavage during embryonic development of most animals. The details of gastrulation vary from species to species, but usually result in the formation of the three primary germ layers, ectoderm, mesoderm and endoderm."" [GOC:curators, ISBN:9780878933846]",193,229,2,24936,0.008733624454148471,0.010362694300518135,query_1,['GO:0048598']
GO:BP,GO:0007368,determination of left/right symmetry,1.0,False,"""The establishment of an organism's body plan or part of an organism with respect to the left and right halves. The pattern can either be symmetric, such that the halves are mirror images, or asymmetric where the pattern deviates from this symmetry."" [GOC:dph, GOC:jid]",126,229,2,24936,0.008733624454148471,0.015873015873015872,query_1,"['GO:0009855', 'GO:0060972']"
GO:BP,GO:0007346,regulation of mitotic cell cycle,1.0,False,"""Any process that modulates the rate or extent of progress through the mitotic cell cycle."" [GOC:dph, GOC:go_curators, GOC:tb]",420,229,5,24936,0.021834061135371178,0.011904761904761904,query_1,"['GO:0000278', 'GO:0051726']"
GO:BP,GO:0007343,egg activation,1.0,False,"""The process in which the egg becomes metabolically active, initiates protein and DNA synthesis and undergoes structural changes to its cortex and/or cytoplasm."" [GOC:bf, PMID:9630751]",12,229,1,24936,0.004366812227074236,0.08333333333333333,query_1,"['GO:0001775', 'GO:0007338']"
GO:BP,GO:0007338,single fertilization,1.0,False,"""The union of male and female gametes to form a zygote."" [GOC:ems, GOC:mtg_sensu]",192,229,3,24936,0.013100436681222707,0.015625,query_1,['GO:0009566']
GO:BP,GO:0007292,female gamete generation,1.0,False,"""Generation of the female gamete; specialised haploid cells produced by meiosis and along with a male gamete takes part in sexual reproduction."" [GOC:dph, ISBN:0198506732]",164,229,4,24936,0.017467248908296942,0.024390243902439025,query_1,['GO:0007276']
GO:BP,GO:0007286,spermatid development,1.0,False,"""The process whose specific outcome is the progression of a spermatid over time, from its formation to the mature structure."" [GOC:dph, GOC:go_curators]",244,229,1,24936,0.004366812227074236,0.004098360655737705,query_1,"['GO:0007281', 'GO:0048515']"
GO:BP,GO:0007283,spermatogenesis,1.0,False,"""The developmental process by which male germ line stem cells self renew or give rise to successive cell types resulting in the development of a spermatozoa."" [GOC:jid, ISBN:9780878933846, PMID:28073824, PMID:30990821]",656,229,5,24936,0.021834061135371178,0.007621951219512195,query_1,"['GO:0003006', 'GO:0048232']"
GO:BP,GO:0007281,germ cell development,1.0,False,"""The process whose specific outcome is the progression of an immature germ cell over time, from its formation to the mature structure (gamete). A germ cell is any reproductive cell in a multicellular organism."" [GOC:go_curators]",430,229,5,24936,0.021834061135371178,0.011627906976744186,query_1,"['GO:0003006', 'GO:0007276', 'GO:0022412', 'GO:0048468']"
GO:BP,GO:0007276,gamete generation,1.0,False,"""The generation and maintenance of gametes in a multicellular organism. A gamete is a haploid reproductive cell."" [GOC:ems, GOC:mtg_sensu]",939,229,10,24936,0.043668122270742356,0.010649627263045794,query_1,"['GO:0019953', 'GO:0048609']"
GO:BP,GO:0007274,neuromuscular synaptic transmission,1.0,False,"""The process of synaptic transmission from a neuron to a muscle, across a synapse."" [GOC:dos, GOC:jl, MeSH:D009435]",25,229,2,24936,0.008733624454148471,0.08,query_1,['GO:0007268']
GO:BP,GO:0007272,ensheathment of neurons,1.0,False,"""The process in which glial cells envelop neuronal cell bodies and/or axons to form an insulating layer. This can take the form of myelinating or non-myelinating ensheathment."" [GOC:dgh, GOC:dph, GOC:tb]",168,229,5,24936,0.021834061135371178,0.02976190476190476,query_1,"['GO:0007399', 'GO:0009987']"
GO:BP,GO:0006399,tRNA metabolic process,1.0,False,"""The chemical reactions and pathways involving tRNA, transfer RNA, a class of relatively small RNA molecules responsible for mediating the insertion of amino acids into the sequence of nascent polypeptide chains during protein synthesis. Transfer RNA is characterized by the presence of many unusual minor bases, the function of which has not been completely established."" [ISBN:0198506732]",192,229,2,24936,0.008733624454148471,0.010416666666666666,query_1,['GO:0016070']
